"","Closeness.bool","Betweenness.bool","Degree.bool","Eigenvector.bool","Overlap.bool","Keyplay.bool","ego","q1.profession.df.vq","q2a.currently.working.vq","q2b.how.long.work.vq","q2c.when.leave.work.vq","q3.rate.econ.conditions.vq","q4.rate.env.conditions.vq","q5.rate.comm.agencies.vq","q6a.attended.GADNR.mtg.vq","q6b.GADNR.mtg.topic.vq","q6c.GADNR.why.not.mtg.vq","q7a.primary.dock.vq","q7b.active.dock.relationship.vq","q7c.time.worked.w.dock.vq","q7d.ended.dock.relationship.vq","q8a.observed.decline.harvest.vq","q8b.harvest.decline.location.vq","q8c.still.fish.decline.locations.vq","q9a.harvest.multiple.sp.vq","q9b.sell.to.single.dock.vq","q9c.earned.per.species.vq","q9d.why.sell.multiple.docks.vq","q10.docks.difficulty.selling.vq","q11a.change.docks.vq","q11b.change.docks.explain.vq","q11c.change.docks.freq.vq","q12a.decline.in.catch.vq","q12b.explain.decline.vq","q12c.which.spp.decline.vq","q12d.severity.decline.vq","q13a.decline.affect.business.vq","q13b.severity.decline.business.vq","q14.agency.mtg.attend.vq","q15.folks.contact.gvmt.vq","q15b.name.folks.contact.gvmt.vq","q15c.name.agencies.contacted.vq","q15d.reasons.agency.contact.vq","q16a.attendance.mtg.beneficial.vq","q16b.attendance.mtg.expl.vq","q17.agencies.helpful.vq","q18.agencies.not.helpful.vq","q19.probs.agencies.could.solve.vq","q20a.should.orgs.do.more.vq","q20b.how.should.orgs.help.vq","q21.reg.change.open.water.May15.vq","q22.reg.change.close.water.Dec31.vq","q23.reg.change.open.sounds.vq","q24.blackgill.change.fishing.vq","q25a.blackgill.concern.dockmates.vq","q25b.blackgill.concern.dockmates.strength.vq","q26a.seen.blackgill.vq","q26b.where.seen.blackgill.vq"
"79",0,0,0,0,0,0,"Prejean, Dezmen","Commercial fisherman","Yes","11","N/A","Fair","Pressing","Fair","Yes","Open Response","N/A","Brunswick Dock","No","N/A","11","No","N/A","N/A","Yes","No","N/A","Open response","No","No","Open response","Very rarely (change dock less than 1 time/year","No","N/A","N/A","N/A","No","N/A","Georgia Sea Grant","Yes","Name of dock/fisher","Southern Shrimp Alliance","Reasons for contacting agency","No","N/A","Georgia Department of Natural Resources","Other (please insert)","Problems agencies could help solve","No","N/A","Very unlikely","Neither likely nor unlikely","Very unlikely","Insignificantly","Yes","Not very strong","No","N/A"
"80",0,0,0,0,0,0,"Sanchez, Victor","Commercial fisherman","Yes","39","N/A","Poor","Slightly pressing","Very Poor","Yes","Open Response","N/A","South GA Dock","Yes","9","N/A","Yes","Between Sapelo Island and Savannah","No","No","N/A","N/A","N/A","Yes","Yes","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Neither","No","N/A","Georgia Sea Grant","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Other (please insert)","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Likely","Neither likely nor unlikely","Neither likely nor unlikely","Neither significant or insignificant","Yes","Somewhat strong","Yes","South of Jekyll Island"
"81",0,0,0,0,0,0,"Kindsfather, Zachariah","Commercial fisherman","Yes","10","N/A","Very good","Moderately pressing","Poor","Yes","Open Response","N/A","Piedmont Dock","No","N/A","3","Yes","Between St. Simons Island and Sapelo Island","Yes","No","N/A","N/A","N/A","No","Yes","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","Yes","Very severe","Georgia Department of Natural Resources","Yes","Name of dock/fisher","Georgia Department of Natural Resources","Reasons for contacting agency","No","N/A","Georgia Department of Natural Resources","Other (please insert)","Problems agencies could help solve","No","N/A","Very unlikely","Unlikely","Very unlikely","Insignificantly","No","N/A","No","N/A"
"82",0,0,0,0,0,0,"Kassahun, Jonathan","Commercial fisherman","Yes","23","N/A","Good","Slightly pressing","Good","No","N/A","Open Response","Piedmont Dock","Yes","15","N/A","Yes","North of Savannah","No","No","N/A","N/A","N/A","Yes","Yes","Open response","Very rarely (change dock less than 1 time/year","Yes","Harvest decline explanation","Declining species","Severe","Yes","Not severe","Other (please insert)","Yes","Name of dock/fisher","Other (please insert)","Reasons for contacting agency","No","N/A","Georgia Sea Grant","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Neither likely nor unlikely","Neither likely nor unlikely","Very unlikely","Neither significant or insignificant","Yes","Not very strong","Yes","Between Sapelo Island and Savannah"
"83",0,0,0,0,0,0,"Alvarez, Cynthia","Shellfish gatherer","No","N/A","Open Response","Good","Slightly pressing","Poor","No","N/A","Open Response","Derrien Dock","Yes","21","N/A","Yes","Between St. Simons Island and Jekyll Island","Yes","Yes","No","N/A","Open response","Yes","No","Open response","Often (change dock 1 time/3 months)","No","N/A","N/A","N/A","Yes","Very not severe","Georgia Department of Natural Resources","Yes","Name of dock/fisher","Georgia Shrimping Association (Wild Georgia Shrimp)","Reasons for contacting agency","Yes","Benefit from attendance explained","Other (please insert)","Georgia Department of Natural Resources","Problems agencies could help solve","No","N/A","Very unlikely","Very likely","Very likely","Very insignificantly","Yes","Somewhat strong","Yes","Between St. Simons Island and Sapelo Island"
"84",0,0,0,0,0,0,"Knight, Brenton","Commercial crabbers or dealer","No","N/A","Open Response","Good","Moderately pressing","Good","No","N/A","Open Response","Derrien Dock","Yes","22","N/A","Yes","South of Jekyll Island","No","No","N/A","N/A","N/A","Yes","Yes","Open response","Very rarely (change dock less than 1 time/year","Yes","Harvest decline explanation","Declining species","Very not severe","Yes","Severe","Georgia Department of Natural Resources","No","N/A","N/A","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Neither likely nor unlikely","Neither likely nor unlikely","Very unlikely","Insignificantly","No","N/A","No","N/A"
"85",0,0,0,0,0,0,"Herrod, Keona","Commercial fisherman","No","N/A","Open Response","Fair","Not pressing","Fair","No","N/A","Open Response","Jekyll Dock","Yes","5","N/A","No","N/A","N/A","No","N/A","N/A","N/A","No","No","Open response","Very often (change dock 1 or more times/month)","Yes","Harvest decline explanation","Declining species","Neither","No","N/A","Southern Shrimp Alliance","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Shrimping Association (Wild Georgia Shrimp)","Southern Shrimp Alliance","Problems agencies could help solve","No","N/A","Very likely","Likely","Neither likely nor unlikely","Significantly","Yes","Not very strong","Yes","South of Jekyll Island"
"86",0,0,0,0,0,0,"Ayon, Emma","Commercial fisherman","Yes","16","N/A","Fair","Pressing","Fair","No","N/A","Open Response","Jekyll Dock","No","N/A","22","No","N/A","N/A","Yes","Yes","Open response","N/A","Yes","Yes","Open response","Very rarely (change dock less than 1 time/year","Yes","Harvest decline explanation","Declining species","Not severe","Yes","Very severe","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Department of Natural Resources","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Unlikely","Very likely","Unlikely","Very insignificantly","No","N/A","Yes","Between St. Simons Island and Jekyll Island"
"87",0,0,0,0,0,0,"White, Lucas","Shellfish gatherer","Yes","34","N/A","Very Poor","Moderately pressing","Good","No","N/A","Open Response","Brunswick Dock","Yes","24","N/A","No","N/A","N/A","No","N/A","N/A","N/A","Yes","No","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","No","N/A","Southern Shrimp Alliance","No","N/A","N/A","Reasons for contacting agency","No","N/A","Other (please insert)","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","No","N/A","Very likely","Unlikely","Unlikely","Insignificantly","Yes","Very strong","No","N/A"
"88",0,0,0,0,0,0,"Smith II, Shirley","Dock and fish house","Yes","14","N/A","Very good","Not pressing","Good","Yes","Open Response","N/A","Savannah Dock","Yes","18","N/A","Yes","Between St. Simons Island and Jekyll Island","No","Yes","Yes","Open response","N/A","Yes","Yes","Open response","Rarely (change dock 1 time per 9 months","Yes","Harvest decline explanation","Declining species","Very severe","No","N/A","Georgia Department of Natural Resources","Yes","Name of dock/fisher","Georgia Shrimping Association (Wild Georgia Shrimp)","Reasons for contacting agency","No","N/A","Other (please insert)","Georgia Sea Grant","Problems agencies could help solve","No","N/A","Likely","Neither likely nor unlikely","Very unlikely","Insignificantly","No","N/A","Yes","Between St. Simons Island and Sapelo Island"
"89",0,0,0,0,0,0,"Gonzales, Dionisio","Commercial fisherman","No","N/A","Open Response","Fair","Very pressing","Fair","No","N/A","Open Response","Piedmont Dock","Yes","20","N/A","No","N/A","N/A","No","N/A","N/A","N/A","No","Yes","Open response","Occasionally (change dock about 1 time/6 months","Yes","Harvest decline explanation","Declining species","Very not severe","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Yes","Name of dock/fisher","Southern Shrimp Alliance","Reasons for contacting agency","No","N/A","Other (please insert)","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Neither likely nor unlikely","Very unlikely","Very likely","Very insignificantly","No","N/A","No","N/A"
"90",0,0,0,0,0,0,"Fuller, Nicole","Commercial crabbers or dealer","No","N/A","Open Response","Fair","Slightly pressing","Very good","No","N/A","Open Response","Piedmont Dock","Yes","6","N/A","Yes","Between Sapelo Island and Savannah","No","Yes","Yes","Open response","N/A","No","No","Open response","Very often (change dock 1 or more times/month)","No","N/A","N/A","N/A","Yes","Neither","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Likely","Very unlikely","Very unlikely","Neither significant or insignificant","Yes","Very strong","No","N/A"
"91",0,0,0,0,0,0,"Sheets, Chanon","Dock and fish house","Yes","7","N/A","Very Poor","Slightly pressing","Very Poor","No","N/A","Open Response","Piedmont Dock","No","N/A","24","Yes","Between St. Simons Island and Sapelo Island","Yes","Yes","No","N/A","Open response","No","Yes","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Not severe","No","N/A","Georgia Department of Natural Resources","Yes","Name of dock/fisher","Georgia Department of Natural Resources","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Sea Grant","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","No","N/A","Unlikely","Unlikely","Very unlikely","Neither significant or insignificant","No","N/A","No","N/A"
"92",0,0,0,0,0,0,"Flores Ramos, Jasmin","Commercial fisherman","Yes","6","N/A","Fair","Moderately pressing","Very good","Yes","Open Response","N/A","Jekyll Dock","No","N/A","10","Yes","North of Savannah","No","No","N/A","N/A","N/A","No","No","Open response","Very often (change dock 1 or more times/month)","Yes","Harvest decline explanation","Declining species","Severe","Yes","Not severe","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Very likely","Likely","Likely","Neither significant or insignificant","No","N/A","Yes","Between Sapelo Island and Savannah"
"93",0,0,0,0,0,0,"Wilson, Sydney","Commercial crabbers or dealer","No","N/A","Open Response","Poor","Moderately pressing","Poor","Yes","Open Response","N/A","South GA Dock","No","N/A","20","No","N/A","N/A","Yes","No","N/A","Open response","No","No","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","Yes","Very not severe","Georgia Sea Grant","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Department of Natural Resources","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Very unlikely","Very likely","Likely","Very insignificantly","No","N/A","No","N/A"
"94",0,0,0,0,0,0,"Silas, Tavion","Dock and fish house","No","N/A","Open Response","Very good","Slightly pressing","Good","No","N/A","Open Response","Savannah Dock","No","N/A","15","No","N/A","N/A","No","N/A","N/A","N/A","Yes","Yes","Open response","Rarely (change dock 1 time per 9 months","Yes","Harvest decline explanation","Declining species","Very not severe","Yes","Severe","Georgia Shrimping Association (Wild Georgia Shrimp)","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Sea Grant","Other (please insert)","Problems agencies could help solve","No","N/A","Neither likely nor unlikely","Very unlikely","Very likely","Very insignificantly","Yes","Not very strong","No","N/A"
"95",0,0,0,0,0,0,"Ortiz, Cristal","Commercial fisherman","Yes","35","N/A","Good","Not pressing","Poor","Yes","Open Response","N/A","South GA Dock","No","N/A","6","Yes","Between Sapelo Island and Savannah","Yes","No","N/A","N/A","N/A","Yes","No","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Yes","Name of dock/fisher","Georgia Sea Grant","Reasons for contacting agency","Yes","Benefit from attendance explained","Other (please insert)","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","Yes","Help suggestions","Neither likely nor unlikely","Unlikely","Very unlikely","Very insignificantly","Yes","Somewhat strong","No","N/A"
"96",0,0,0,0,0,0,"Mclean, Tyler","Shellfish gatherer","No","N/A","Open Response","Fair","Moderately pressing","Poor","No","N/A","Open Response","Brunswick Dock","Yes","7","N/A","Yes","Between St. Simons Island and Sapelo Island","No","No","N/A","N/A","N/A","Yes","No","Open response","Often (change dock 1 time/3 months)","No","N/A","N/A","N/A","Yes","Very severe","Georgia Shrimping Association (Wild Georgia Shrimp)","Yes","Name of dock/fisher","Georgia Department of Natural Resources","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Sea Grant","Southern Shrimp Alliance","Problems agencies could help solve","Yes","Help suggestions","Neither likely nor unlikely","Very unlikely","Unlikely","Very significantly","No","N/A","No","N/A"
"97",0,0,0,0,0,0,"Abukar, Janika","Commercial crabbers or dealer","No","N/A","Open Response","Fair","Not pressing","Very Poor","Yes","Open Response","N/A","Brunswick Dock","No","N/A","14","No","N/A","N/A","Yes","No","N/A","Open response","Yes","No","Open response","Often (change dock 1 time/3 months)","No","N/A","N/A","N/A","Yes","Not severe","Southern Shrimp Alliance","Yes","Name of dock/fisher","Other (please insert)","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Department of Natural Resources","Problems agencies could help solve","Yes","Help suggestions","Neither likely nor unlikely","Likely","Very unlikely","Significantly","No","N/A","No","N/A"
"98",0,0,0,0,0,0,"Salas, Cristian","Shellfish gatherer","Yes","12","N/A","Very good","Very pressing","Very Poor","No","N/A","Open Response","St. Simons Dock","No","N/A","9","Yes","Between St. Simons Island and Jekyll Island","No","Yes","Yes","Open response","N/A","No","Yes","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Very severe","Yes","Very not severe","Other (please insert)","Yes","Name of dock/fisher","Georgia Shrimping Association (Wild Georgia Shrimp)","Reasons for contacting agency","No","N/A","Other (please insert)","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Very likely","Very likely","Likely","Very insignificantly","No","N/A","No","N/A"
"99",0,0,0,0,0,0,"Fine, Brandon","Commercial crabbers or dealer","Yes","26","N/A","Good","Pressing","Very Poor","No","N/A","Open Response","South GA Dock","Yes","3","N/A","No","N/A","N/A","Yes","No","N/A","Open response","Yes","Yes","Open response","Occasionally (change dock about 1 time/6 months","No","N/A","N/A","N/A","No","N/A","Georgia Sea Grant","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Sea Grant","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Very likely","Likely","Very unlikely","Significantly","Yes","Very strong","Yes","North of Savannah"
"100",0,1,1,1,1,1,"Radebaugh, Angel","Commercial fisherman","No","N/A","Open Response","Good","Very pressing","Very good","No","N/A","Open Response","Derrien Dock","Yes","10","N/A","Yes","Between Sapelo Island and Savannah","No","No","N/A","N/A","N/A","Yes","Yes","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","Yes","Neither","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Department of Natural Resources","Problems agencies could help solve","Yes","Help suggestions","Likely","Neither likely nor unlikely","Neither likely nor unlikely","Significantly","No","N/A","Yes","South of Jekyll Island"
"101",0,0,0,0,0,0,"Quiroz, Adrian","Dock and fish house","No","N/A","Open Response","Very good","Pressing","Very good","No","N/A","Open Response","Piedmont Dock","No","N/A","2","No","N/A","N/A","Yes","No","N/A","Open response","Yes","Yes","Open response","Rarely (change dock 1 time per 9 months","Yes","Harvest decline explanation","Declining species","Not severe","No","N/A","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Other (please insert)","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Neither likely nor unlikely","Very likely","Likely","Very insignificantly","No","N/A","No","N/A"
"102",0,1,1,0,1,1,"Nixon, Tessa","Commercial crabbers or dealer","Yes","8","N/A","Fair","Moderately pressing","Poor","No","N/A","Open Response","Jekyll Dock","No","N/A","25","No","N/A","N/A","Yes","Yes","Open response","N/A","No","Yes","Open response","Often (change dock 1 time/3 months)","Yes","Harvest decline explanation","Declining species","Severe","Yes","Not severe","Georgia Sea Grant","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Department of Natural Resources","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Likely","Unlikely","Unlikely","Significantly","No","N/A","No","N/A"
"103",0,0,0,0,0,0,"Johnson, Sha'Celeste","Dock and fish house","Yes","22","N/A","Poor","Very pressing","Very Poor","Yes","Open Response","N/A","Piedmont Dock","No","N/A","0","No","N/A","N/A","No","N/A","N/A","N/A","No","Yes","Open response","Occasionally (change dock about 1 time/6 months","Yes","Harvest decline explanation","Declining species","Very severe","Yes","Very not severe","Georgia Shrimping Association (Wild Georgia Shrimp)","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Other (please insert)","Southern Shrimp Alliance","Problems agencies could help solve","Yes","Help suggestions","Very likely","Very unlikely","Very likely","Neither significant or insignificant","No","N/A","No","N/A"
"104",0,0,0,0,0,0,"Bugarin, Brenna","Commercial crabbers or dealer","Yes","20","N/A","Good","Moderately pressing","Very Poor","No","N/A","Open Response","Jekyll Dock","No","N/A","7","No","N/A","N/A","Yes","Yes","Open response","N/A","Yes","Yes","Open response","Very often (change dock 1 or more times/month)","Yes","Harvest decline explanation","Declining species","Very not severe","No","N/A","Georgia Sea Grant","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Department of Natural Resources","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Neither likely nor unlikely","Very likely","Very likely","Neither significant or insignificant","Yes","Somewhat strong","No","N/A"
"105",0,0,0,0,0,0,"Paskell, Kaley","Commercial fisherman","No","N/A","Open Response","Very Poor","Not pressing","Poor","No","N/A","Open Response","Piedmont Dock","No","N/A","11","Yes","Between Sapelo Island and Savannah","Yes","Yes","No","N/A","Open response","No","Yes","Open response","Occasionally (change dock about 1 time/6 months","Yes","Harvest decline explanation","Declining species","Neither","No","N/A","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","No","N/A","Other (please insert)","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Very likely","Very likely","Neither likely nor unlikely","Insignificantly","Yes","Very strong","Yes","South of Jekyll Island"
"106",0,0,0,0,0,0,"Smith, Xavion","Commercial fisherman","No","N/A","Open Response","Very good","Pressing","Poor","No","N/A","Open Response","Derrien Dock","Yes","9","N/A","No","N/A","N/A","Yes","Yes","Open response","N/A","Yes","No","Open response","Very often (change dock 1 or more times/month)","No","N/A","N/A","N/A","Yes","Very severe","Georgia Department of Natural Resources","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Southern Shrimp Alliance","Georgia Department of Natural Resources","Problems agencies could help solve","No","N/A","Neither likely nor unlikely","Likely","Very unlikely","Very insignificantly","Yes","Not very strong","No","N/A"
"107",0,0,0,0,0,0,"Quintana, Dion","Commercial fisherman","No","N/A","Open Response","Very good","Very pressing","Fair","No","N/A","Open Response","Brunswick Dock","No","N/A","3","No","N/A","N/A","No","N/A","N/A","N/A","No","Yes","Open response","Occasionally (change dock about 1 time/6 months","Yes","Harvest decline explanation","Declining species","Severe","No","N/A","Georgia Department of Natural Resources","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Department of Natural Resources","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Unlikely","Very unlikely","Unlikely","Significantly","Yes","Somewhat strong","Yes","Between Sapelo Island and Savannah"
"108",0,0,0,0,0,0,"Raymer, Cameron","Dock and fish house","Yes","27","N/A","Good","Very pressing","Fair","Yes","Open Response","N/A","Derrien Dock","Yes","15","N/A","Yes","Between St. Simons Island and Jekyll Island","No","No","N/A","N/A","N/A","No","Yes","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","Yes","Very not severe","Georgia Sea Grant","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Department of Natural Resources","Georgia Shrimping Association (Wild Georgia Shrimp)","Problems agencies could help solve","No","N/A","Very unlikely","Neither likely nor unlikely","Likely","Very insignificantly","No","N/A","No","N/A"
"109",0,0,0,0,0,0,"Joiner, Hylas","Commercial fisherman","Yes","36","N/A","Fair","Very pressing","Very Poor","No","N/A","Open Response","South GA Dock","No","N/A","5","Yes","South of Jekyll Island","Yes","Yes","No","N/A","Open response","No","No","Open response","Very rarely (change dock less than 1 time/year","Yes","Harvest decline explanation","Declining species","Very not severe","No","N/A","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Southern Shrimp Alliance","Southern Shrimp Alliance","Problems agencies could help solve","Yes","Help suggestions","Very likely","Very likely","Likely","Neither significant or insignificant","No","N/A","Yes","North of Savannah"
"110",0,1,0,0,0,1,"Fernandez, Joel","Dock and fish house","Yes","1","N/A","Fair","Very pressing","Good","Yes","Open Response","N/A","Brunswick Dock","No","N/A","13","Yes","Between Sapelo Island and Savannah","No","No","N/A","N/A","N/A","Yes","No","Open response","Very rarely (change dock less than 1 time/year","Yes","Harvest decline explanation","Declining species","Neither","No","N/A","Other (please insert)","Yes","Name of dock/fisher","Georgia Sea Grant","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Georgia Department of Natural Resources","Problems agencies could help solve","No","N/A","Very unlikely","Very likely","Likely","Very significantly","No","N/A","No","N/A"
"111",0,0,0,0,0,0,"Kalscheur, Madalyn","Dock and fish house","Yes","3","N/A","Poor","Very pressing","Good","No","N/A","Open Response","Savannah Dock","No","N/A","8","Yes","Between St. Simons Island and Sapelo Island","Yes","Yes","No","N/A","Open response","Yes","No","Open response","Rarely (change dock 1 time per 9 months","No","N/A","N/A","N/A","No","N/A","Georgia Sea Grant","Yes","Name of dock/fisher","Georgia Department of Natural Resources","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Unlikely","Likely","Unlikely","Very insignificantly","No","N/A","Yes","Between St. Simons Island and Jekyll Island"
"112",0,0,0,0,0,0,"Adam, Mariah","Commercial fisherman","Yes","9","N/A","Fair","Slightly pressing","Fair","Yes","Open Response","N/A","Jekyll Dock","No","N/A","22","Yes","North of Savannah","No","Yes","Yes","Open response","N/A","No","No","Open response","Very rarely (change dock less than 1 time/year","No","N/A","N/A","N/A","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Yes","Name of dock/fisher","Other (please insert)","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Neither likely nor unlikely","Very likely","Unlikely","Significantly","No","N/A","Yes","Between Sapelo Island and Savannah"
"113",0,0,0,0,0,0,"Martinez, Naomi","Commercial fisherman","No","N/A","Open Response","Very good","Very pressing","Fair","Yes","Open Response","N/A","South GA Dock","Yes","24","N/A","Yes","Between St. Simons Island and Jekyll Island","Yes","Yes","No","N/A","Open response","No","Yes","Open response","Rarely (change dock 1 time per 9 months","Yes","Harvest decline explanation","Declining species","Very severe","No","N/A","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Department of Natural Resources","Georgia Department of Natural Resources","Problems agencies could help solve","No","N/A","Very likely","Unlikely","Very unlikely","Significantly","Yes","Somewhat strong","Yes","Between St. Simons Island and Sapelo Island"
"114",0,0,0,0,0,0,"Hyde, Bret","Commercial crabbers or dealer","Yes","17","N/A","Fair","Pressing","Very Poor","No","N/A","Open Response","South GA Dock","No","N/A","21","Yes","South of Jekyll Island","No","No","N/A","N/A","N/A","Yes","No","Open response","Rarely (change dock 1 time per 9 months","Yes","Harvest decline explanation","Declining species","Very not severe","No","N/A","Other (please insert)","Yes","Name of dock/fisher","Southern Shrimp Alliance","Reasons for contacting agency","No","N/A","Georgia Shrimping Association (Wild Georgia Shrimp)","Georgia Sea Grant","Problems agencies could help solve","Yes","Help suggestions","Unlikely","Neither likely nor unlikely","Likely","Insignificantly","No","N/A","Yes","North of Savannah"
"115",0,0,0,0,0,0,"Gibbs, Jayde","Commercial fisherman","Yes","19","N/A","Good","Very pressing","Very good","Yes","Open Response","N/A","South GA Dock","No","N/A","23","No","N/A","N/A","Yes","No","N/A","Open response","Yes","Yes","Open response","Occasionally (change dock about 1 time/6 months","Yes","Harvest decline explanation","Declining species","Neither","Yes","Neither","Georgia Department of Natural Resources","Yes","Name of dock/fisher","Georgia Sea Grant","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Department of Natural Resources","Other (please insert)","Problems agencies could help solve","No","N/A","Unlikely","Neither likely nor unlikely","Unlikely","Very significantly","Yes","Not very strong","No","N/A"
"116",0,0,0,0,0,0,"Morales-Rocha, Anabel","Commercial fisherman","Yes","28","N/A","Poor","Very pressing","Fair","Yes","Open Response","N/A","Brunswick Dock","Yes","6","N/A","Yes","Between St. Simons Island and Sapelo Island","No","Yes","Yes","Open response","N/A","No","Yes","Open response","Very rarely (change dock less than 1 time/year","No","N/A","N/A","N/A","Yes","Very severe","Other (please insert)","No","N/A","N/A","Reasons for contacting agency","Yes","Benefit from attendance explained","Georgia Department of Natural Resources","Georgia Department of Natural Resources","Problems agencies could help solve","Yes","Help suggestions","Likely","Very unlikely","Neither likely nor unlikely","Neither significant or insignificant","Yes","Somewhat strong","No","N/A"
"117",0,0,0,0,0,0,"Stokes, Robert","Dock and fish house","Yes","21","N/A","Very good","Not pressing","Very Poor","Yes","Open Response","N/A","Jekyll Dock","No","N/A","24","Yes","North of Savannah","Yes","No","N/A","N/A","N/A","No","No","Open response","Very often (change dock 1 or more times/month)","No","N/A","N/A","N/A","Yes","Not severe","Southern Shrimp Alliance","Yes","Name of dock/fisher","Other (please insert)","Reasons for contacting agency","No","N/A","Southern Shrimp Alliance","Other (please insert)","Problems agencies could help solve","No","N/A","Unlikely","Very likely","Neither likely nor unlikely","Neither significant or insignificant","No","N/A","No","N/A"
"118",0,0,0,0,0,0,"Burgos, William","Dock and fish house","No","N/A","Open Response","Fair","Very pressing","Poor","No","N/A","Open Response","Brunswick Dock","Yes","12","N/A","Yes","Between St. Simons Island and Jekyll Island","No","Yes","Yes","Open response","N/A","No","No","Open response","Very rarely (change dock less than 1 time/year","Yes","Harvest decline explanation","Declining species","Very severe","Yes","Very not severe","Georgia Sea Grant","No","N/A","N/A","Reasons for contacting agency","No","N/A","Georgia Department of Natural Resources","Other (please insert)","Problems agencies could help solve","Yes","Help suggestions","Likely","Very unlikely","Unlikely","Insignificantly","No","N/A","No","N/A"
